1036,484108.049129462
2629,142270.46330430201
82,294017.15434383816
2991,9586.992213844193
689,248048.10749525696
787,421892.08923061215
1507,234204.91217620645
518,99892.56338939397
515,287588.5378484861
2716,124634.33305539514
197,180301.86496847888
2043,416586.3848655352
1337,142021.76821855173
878,177467.05574415857
1244,91550.08959476453
2520,405814.015818264
1306,127187.3539926165
1346,174811.82355771004
1958,190940.88600379642
2770,148796.74702850461
2481,87703.97040997297
2682,173536.2417759168
325,41712.43032113317
1360,48364.741743282444
867,87995.2133213634
532,61940.609676622655
154,425846.45145484287
53,78222.61879039375
2983,119175.02678046221
44,196715.94332702027
2057,74733.46058786994
1340,225477.92089555756
805,72966.82219927263
2469,78171.71819060613
1899,103465.5221598391
1264,166985.22811471298
2393,46960.55268107293
213,355554.6261504381
832,184550.59356242543
1972,57362.96681168914
1672,490525.2193629678
1362,473966.3321348784
919,108756.15061565214
1576,123025.6677836112
796,84643.88618359536
2784,102095.36645974069
1427,117543.57689734949
2219,220232.82479982267
841,76017.16771847286
913,211377.3257082057
927,242292.93355520724
2421,261451.571759455
1602,209822.41776202284
875,149700.16815414102
2788,118800.25284791786
1969,56904.17826267414
1747,402214.5135377601
475,80950.0116795178
559,152528.22549972698
267,28655.4273905684
1283,416169.1927290269
593,75996.53416570247
2530,234173.08178571708
587,95045.57644804694
2992,102655.13132474806
988,135091.15378720936
1885,323921.75442653504
11,169178.47197914482
2789,181353.1938529683
763,152906.30393687444
560,416870.28392090194
637,494443.32339186023
2280,338710.48248458887
241,226544.90529097622
1125,76831.41379819624
321,364049.28296900087
478,76569.01274874422
195,79876.81302272994
2595,142566.5988859374
2602,334667.0514843207
2751,399969.0662056228
864,85839.14565669942
2263,80374.97238414011
1578,465559.5034244519
2029,58693.28745377553
103,154691.6011162216
2823,102995.14071030344
2817,265699.82962435664
2986,48164.30461263216
774,351511.40254755446
34,230213.28510121428
1228,207459.97664453703
556,301232.31084411306
2718,78857.51403827526
192,225620.8572285993
1783,47628.58482348931
894,69921.69528663784
1474,31539.12583493704
818,66197.0833550381
1160,211988.9485161847
2985,75124.94845954647
366,29551.69697136768
2850,293073.292869032
2293,264452.4625072765
3,318374.78251236136
1341,330211.42041677237
1956,619528.9379650137
2608,213463.26362718028
2125,330622.05927388667
1372,22000.830994179574
2894,118276.84044854548
2814,342136.2017956194
893,518309.14498185896
1396,162026.43970673732
32,252205.94379531167
2574,129170.01468655425
2470,180924.8108942499
1554,314261.0173023774
2135,265469.0001267273
1801,296120.93446812715
2490,260382.74469926363
1175,262875.2319314394
2821,336710.38133299066
2436,49413.94615732099
214,236063.69040394272
2282,65677.26000114989
2973,230922.7242449834
2710,150730.2149916309
2648,147798.19880258376
903,84507.53125592138
2243,30634.35358922883
2851,212767.65238604898
1291,89023.86622638731
2545,48400.55992052043
1983,446485.2014816383
632,235291.17897787946
640,77032.26251664676
1929,109747.45665365469
1593,437920.15029994765
1614,63416.66928229711
794,82604.08763764509
2649,140356.294070747
840,189031.19092349833
2095,250131.91199883758
811,171449.79280792017
1811,336307.5340475621
2778,164477.66953176874
2210,82085.65429665463
301,193409.638826655
280,392474.30729607755
1168,332308.14547693793
307,209530.24069326065
1985,439080.9615817288
368,339418.4781289341
479,123580.37181430396
622,170303.30806711884
2295,33162.472253198386
2316,182858.45226992093
1420,81601.420907331
145,83021.74719467468
1488,130027.59763454142
1888,359690.8836472265
1161,113174.52158642582
1407,178179.99045115215
2549,309872.10146495514
1707,58220.67891410331
2497,332001.60795650637
748,454943.86980999145
2433,274075.20668426104
997,269029.40572978044
1007,216267.27990256256
1695,419954.41047116125
1495,339354.8722829587
2352,47466.45348525001
2205,403737.7585738728
601,207872.00537861843
1945,160602.29558602767
768,99825.92058680241
1513,67779.03122717264
619,335600.8282275913
6,141855.4542705246
782,492325.9205045011
1826,245403.61426028554
1753,71093.71725025101
342,78383.40098234882
2058,184029.09450963
2957,169660.6683501716
1628,117004.77924746911
982,108072.72803043964
1982,302784.5638191385
2968,458124.2918283822
1810,75120.19793843567
1149,90274.28234277888
86,104956.0958882895
1349,77557.52085948379
2597,261042.0706150585
1579,34243.11840885763
2230,386065.9650385327
967,164748.3815938007
1604,91908.60231798551
2512,33757.89919652989
766,94655.2416196492
639,52846.90273694234
2504,46144.86379674918
269,392029.44458596734
106,227765.54439304123
2031,113735.80551727099
2478,80096.37273996904
2349,125858.05197930145
1332,165526.11916654775
2240,215209.48398982963
2548,136164.7186030512
2226,159453.97970940114
239,516130.2490344139
1824,115932.30569815042
1648,129211.28997716824
527,234378.98728807515
1781,97007.57157652845
2011,119860.39752925628
2341,109476.17203789832
1546,53740.324907191156
2932,67262.36038341076
1683,47428.50971488925
506,73478.9035900779
1644,211100.7366434564
2084,56750.80012525381
2642,141341.83009293716
1723,116620.81065449887
1084,170964.91291668836
24,351175.1217692313
806,171609.7084787435
2468,76411.13695947251
2358,477689.57052514446
1909,465915.2773188846
105,76339.97704325388
286,414621.7357306021
2582,120153.01157716446
441,91694.4669719039
952,118933.40725692095
1540,395588.28365290613
1450,115940.91158840102
1905,43758.18637832185
2418,69543.29511951757
2559,27232.178822625232
934,14534.547026406099
164,331487.3971285451
121,202622.55158228904
2873,178707.76344755836
542,122650.72741895146
179,250706.69142532334
1032,311972.7388953764
374,56444.161029147625
2742,95362.04235736768
2993,167784.75619804286
749,67240.3768651202
2150,458197.0294812089
644,67667.26786645442
1449,414095.3718405207
2795,46180.17924269091
2123,75028.81490077697
2745,113959.46589795875
1804,114647.17790288996
1455,184298.12286702538
2827,252554.9193263066
1130,208222.58886228883
1916,680298.5817540124
530,81535.77676390354
95,286791.2597593182
79,225475.65208846336
1762,251792.9385807513
12,218489.73865578143
1536,21462.227439185266
1443,487594.5882437869
2487,25878.190033637078
667,61604.49760360967
2212,100868.25835757668
2646,377695.8623116822
371,445115.6925927193
1551,154276.81664278652
29,329888.75598594575
1977,257764.20940499037
2060,132723.95951186024
1114,142872.24978122895
1197,271635.726159894
891,72087.86676721516
8,422220.279648726
1528,183801.9500169666
1255,385481.49907956057
1215,347477.657992783
1041,373844.05535109155
2772,60747.19786260662
2862,314012.27163620223
2681,109023.91825959447
1569,186832.02585238157
2132,87422.59250967922
1679,190057.10351778264
508,345402.1990728287
1042,426417.05052611727
319,141370.06628367887
30,84034.73690263333
2971,332765.75113990525
664,429463.50002926163
2567,44749.8307441942
2463,168972.0269323099
1772,96162.83790328765
719,96249.551123827
845,60909.65570639091
45,184736.5095442016
1357,170556.7974796566
520,255825.9537847029
2434,383523.0495717348
2155,290650.70239080803
836,87667.1572920763
676,40158.9149456338
1148,327477.434951665
2264,501471.56648001116
1222,52882.81847974026
2805,317781.0160061052
2028,133333.99954016184
236,222742.81578704258
2600,61796.288282526984
249,189621.72693883412
1615,135307.40948424276
243,184333.9912563033
1608,67803.77428222114
2318,374451.5725516534
430,65972.86735306021
1448,358235.4134254794
1297,323973.1472850429
2852,105085.80011644232
1453,120518.4366159123
126,83299.52769356279
68,92758.23106369589
1178,167321.39160294694
1843,270738.5952930908
711,92518.80191228911
613,124811.89529988087
1150,187441.24819317105
101,203441.12898173442
1183,111251.83338513055
665,320855.0338073271
2427,457828.66148563393
2739,311855.6554078285
2662,176084.94746436502
2917,280658.0636703911
1687,118329.4098001559
2106,105240.1523823731
1882,117070.38741002683
1934,477648.75053709437
2620,85342.42678345031
511,115724.41152297914
2235,50390.73277310598
1866,91549.24499925651
2398,387341.0846089154
1089,191423.07059288392
974,243115.2318705042
614,448634.9453192971
1173,322756.16120018746
285,99488.71434012233
651,368352.6538631351
2503,114161.32661234308
2269,359263.11218943243
2388,292522.0932198989
1451,44330.26211737214
472,116234.22726233382
2938,166802.33876646898
1429,167389.36280864323
2258,209245.99735595347
2796,84758.41199792648
158,330707.29240368
1782,40884.55769176987
1288,355005.2711973465
2577,72784.54261184168
803,255637.3280450429
2773,265843.3448252918
39,202756.78944407098
2024,269668.5084095215
799,199974.36537233237
1640,60572.54696210879
2131,362488.9955774472
2284,273522.65222731984
2319,62630.29935922784
2809,287732.9087094857
2673,97013.50083612266
2721,346512.76246671856
1595,299624.1826307648
1434,277407.4410500006
1105,130336.8520583415
2072,367805.4561654572
1391,162243.95513472974
915,212790.13141750198
500,28538.356095808038
670,289456.3111169998
238,357203.4298814292
1303,48975.074801007664
1898,108322.23823067361
2781,151211.8847701834
2325,290295.82450778893
1968,148843.73422048584
597,70262.66190155521
2180,49462.08535251565
1221,316588.8252213945
953,154680.2619930056
621,40284.07688047419
2159,205342.7696690841
2650,113468.36229255506
1741,93071.3885304739
553,39690.98666938485
807,387111.88066315587
1426,65969.17627657746
1078,212935.876823333
1416,215908.37438395317
1026,69605.63513180538
1132,446975.31742152426
2663,175284.38697923007
181,410142.4097541117
2615,498708.5915707255
874,88155.70718692179
2769,133140.28491400427
1145,575110.2520827543
2696,62108.49409015501
2703,442479.00368270045
2339,404553.2307945228
2201,160918.66080905127
2839,199074.20477293752
2729,459210.25505977747
1074,47177.518800314945
1702,227215.85861816246
1571,336242.4618188103
1833,428230.81954590284
296,55992.42091785271
174,94316.79997505965
2013,81481.43765178898
2791,116297.67570829335
1684,85414.78942225357
1838,96816.79710532048
1355,184977.1626714705
2590,249444.87188535032
1350,172997.57114131039
2164,325150.5660362345
2506,237724.0393523581
1901,80983.68568541089
198,238036.94127918265
1823,83332.82488919968
1697,392554.4145342397
2704,57885.46070300737
677,154507.09338522254
2382,134897.8585916638
1380,67963.01861717238
451,215914.54380244488
204,64419.46732132285
516,71410.84693857194
1117,116136.70052630275
765,166343.112779497
923,84015.19466358864
